scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
LOADERS,Loaders,IO-WRL-005,"Responsible for setting up and maintaining a system or specific components of a system in adherence with organizational security policies and procedures. Includes hardware and software installation, configuration, and updates; user account management; backup and recovery management; and security control implementation.",IO,15,23,0.6521739130434783,15,149,0.10067114093959731,0.4642266666666667,0.6079,0.4680458333333333,0.3025291666666667,0.4236,0.3027565217391304,0.5124069565217392,1.0,similarity_score
LOADERS,Loaders,PD-WRL-002,Responsible for analyzing digital evidence from computer security incidents to derive useful information in support of system and network vulnerability mitigation.,PD,14,23,0.6086956521739131,21,149,0.14093959731543623,0.5490285714285714,0.7616,0.5508891891891892,0.23950270270270269,0.3320318181818182,0.33419130434782607,0.4988939130434783,0.9736282981597507,similarity_score
LOADERS,Loaders,DD-WRL-004,"Responsible for the secure design, development, and testing of systems and the evaluation of system security throughout the systems development life cycle.",DD,14,23,0.6086956521739131,14,149,0.09395973154362416,0.4584357142857143,0.5753,0.452408,0.35871600000000003,0.41066,0.2790478260869565,0.47683652173913044,0.9305816708187106,similarity_score
LOADERS,Loaders,IN-WRL-002,"Responsible for identifying, collecting, examining, and preserving digital evidence using controlled and documented analytical and investigative techniques.",IN,13,23,0.5652173913043478,24,149,0.1610738255033557,0.5284846153846154,0.668,0.534015,0.25283500000000003,0.27539166666666665,0.29870869565217395,0.45861391304347826,0.8950189048107142,similarity_score
LOADERS,Loaders,PD-WRL-001,Responsible for analyzing data collected from various cybersecurity defense tools to mitigate risks.,PD,13,23,0.5652173913043478,9,149,0.06040268456375839,0.5014000000000001,0.7081,0.5080294117647058,0.2737588235294118,0.37892000000000003,0.2834,0.4524904347826087,0.8830684849677904,similarity_score
LOADERS,Loaders,DD-WRL-002,"Responsible for developing and maintaining business, systems, and information processes to support enterprise mission needs. Develops technology rules and requirements that describe baseline and target architectures.",DD,12,23,0.5217391304347826,12,149,0.08053691275167785,0.4602916666666667,0.5155,0.4534714285714286,0.3838380952380952,0.4208230769230769,0.2401521739130435,0.40910434782608696,0.7983973336410597,similarity_score
LOADERS,Loaders,IO-WRL-006,"Responsible for developing and analyzing the integration, testing, operations, and maintenance of systems security. Prepares, performs, and manages the security aspects of implementing and operating a system.",IO,11,23,0.4782608695652174,10,149,0.06711409395973154,0.4596090909090909,0.6044,0.46209333333333336,0.33431333333333335,0.39664,0.21981304347826086,0.37488173913043477,0.7316093865609535,similarity_score
LOADERS,Loaders,DD-WRL-001,"Responsible for ensuring that security requirements are adequately addressed in all aspects of enterprise architecture, including reference models, segment and solution architectures, and the resulting systems that protect and support organizational mission and business processes.",DD,10,23,0.43478260869565216,10,149,0.06711409395973154,0.45797,0.5155,0.4503529411764706,0.3825647058823529,0.41688000000000003,0.19911739130434783,0.34051652173913044,0.6645431280843351,similarity_score
LOADERS,Loaders,DD-WRL-003,"Responsible for developing, creating, modifying, and maintaining computer applications, software, or specialized utility programs.",DD,9,23,0.391304347826087,11,149,0.0738255033557047,0.45507777777777775,0.5817,0.45044736842105265,0.3480473684210526,0.45440769230769235,0.17807391304347825,0.3060121739130435,0.5972053462940461,similarity_score
LOADERS,Loaders,IO-WRL-007,Responsible for providing technical support to customers who need assistance utilizing client-level hardware and software in accordance with established or approved organizational policies and processes.,IO,9,23,0.391304347826087,9,149,0.06040268456375839,0.4331222222222222,0.5512,0.4548666666666667,0.2864083333333333,0.34750000000000003,0.16948260869565218,0.302575652173913,0.5904987204463842,similarity_score
LOADERS,Loaders,OG-WRL-014,"Responsible for managing the cybersecurity of a program, organization, system, or enclave.",OG,7,23,0.30434782608695654,6,149,0.040268456375838924,0.4500571428571428,0.5539,0.4651142857142857,0.3144428571428572,0.44582,0.13697391304347825,0.23739826086956523,0.4633002301160083,similarity_score
LOADERS,Loaders,OG-WRL-012,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness.",OG,7,23,0.30434782608695654,7,149,0.04697986577181208,0.44315714285714286,0.5753,0.45180000000000003,0.37788888888888894,0.2667833333333333,0.13487391304347826,0.23655826086956522,0.46166090810972255,similarity_score
LOADERS,Loaders,OG-WRL-017,"Responsible for developing cybersecurity supply chain risk management (C-SCRM) policies, processes, and procedures to identify, assess, protect against, and respond to cybersecurity risks throughout the supply chain, and for advising other stakeholders within an enterprise about supply chain risks.",OG,7,23,0.30434782608695654,6,149,0.040268456375838924,0.408,0.5034,0.4222625,0.3848875,0.49440000000000006,0.12417391304347826,0.2322782608695652,0.4533081721729331,similarity_score
LOADERS,Loaders,IN-WRL-001,"Responsible for investigating cyberspace intrusion incidents and crimes. Applies tactics, techniques, and procedures for a full range of investigative tools and processes and appropriately balances the benefits of prosecution versus intelligence gathering.",IN,6,23,0.2608695652173913,5,149,0.03355704697986577,0.46798333333333336,0.5842,0.48341666666666666,0.3289,0.31093333333333334,0.12208260869565217,0.20535478260869564,0.4007650169362666,similarity_score
LOADERS,Loaders,DD-WRL-009,"Responsible for working within the engineering department to design and create systems, processes, and procedures that maintain the safety, reliability, controllability and security of industrial systems in the face of intentional and incidental cyber events. Interfaces with Chief Information Security Officer, plant managers and industrial cybersecurity technicians.",DD,6,23,0.2608695652173913,6,149,0.040268456375838924,0.46353333333333335,0.5794,0.47855,0.3451375,0.36025999999999997,0.12092173913043479,0.20489043478260868,0.39985880787689126,similarity_score
LOADERS,Loaders,PD-WRL-005,Responsible for identifying and assessing the capabilities and activities of cybersecurity insider threats; produces findings to help initialize and support law enforcement and counterintelligence activities and investigations.,PD,6,23,0.2608695652173913,7,149,0.04697986577181208,0.45586666666666664,0.575,0.4959571428571428,0.25985714285714284,0.33583333333333326,0.11892173913043477,0.2040904347826087,0.3982975488232858,similarity_score
LOADERS,Loaders,DD-WRL-005,"Responsible for analyzing the security of new or existing computer applications, software, or specialized utility programs and delivering actionable results.",DD,6,23,0.2608695652173913,7,149,0.04697986577181208,0.44785,0.5817,0.4695444444444445,0.3123111111111111,0.48434,0.1168304347826087,0.20325391304347826,0.3966650148998418,similarity_score
LOADERS,Loaders,OG-WRL-008,"Responsible for developing and overseeing an organization’s privacy compliance program and staff, including establishing and managing privacy-related governance, policy, and incident response needs.",OG,6,23,0.2608695652173913,8,149,0.053691275167785234,0.4478166666666667,0.575,0.4529,0.3356555555555556,0.4233875,0.11682173913043478,0.20325043478260868,0.396658226817,similarity_score
LOADERS,Loaders,IO-WRL-004,"Responsible for planning, implementing, and operating network services and systems, including hardware and virtual environments.",IO,6,23,0.2608695652173913,6,149,0.040268456375838924,0.44511666666666666,0.5666,0.45699999999999996,0.2020714285714286,0.30805,0.11611739130434783,0.2029686956521739,0.3961083921068172,similarity_score
LOADERS,Loaders,DD-WRL-008,Responsible for conducting software and systems engineering and software systems research to develop new capabilities with fully integrated cybersecurity. Conducts comprehensive technology research to evaluate potential vulnerabilities in cyberspace systems.,DD,5,23,0.21739130434782608,4,149,0.026845637583892617,0.48938,0.6435,0.5286000000000001,0.27899999999999997,0.25023333333333336,0.10638695652173913,0.1729895652173913,0.337601906093662,similarity_score
LOADERS,Loaders,PD-WRL-006,"Responsible for collecting, processing, analyzing, and disseminating cybersecurity threat assessments. Develops cybersecurity indicators to maintain awareness of the status of the highly dynamic operating environment.",PD,5,23,0.21739130434782608,4,149,0.026845637583892617,0.48532000000000003,0.5814,0.49713333333333337,0.32225,0.24183333333333334,0.10550434782608696,0.17263652173913044,0.336912915685223,similarity_score
LOADERS,Loaders,PD-WRL-003,"Responsible for investigating, analyzing, and responding to network cybersecurity incidents.",PD,5,23,0.21739130434782608,3,149,0.020134228187919462,0.43688000000000005,0.575,0.43234000000000006,0.47808,0.6212500000000001,0.09497391304347827,0.16842434782608695,0.328692547363848,similarity_score
LOADERS,Loaders,PD-WRL-007,"Responsible for assessing systems and networks to identify deviations from acceptable configurations, enclave policy, or local policy. Measure effectiveness of defense-in-depth architecture against known vulnerabilities.",PD,4,23,0.17391304347826086,2,149,0.013422818791946308,0.483975,0.5753,0.503275,0.310175,0.3264,0.0841695652173913,0.13801565217391304,0.269347733119735,similarity_score
