scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
LOADERS,Loaders,PD-WRL-002,Responsible for analyzing digital evidence from computer security incidents to derive useful information in support of system and network vulnerability mitigation.,PD,14,23,0.6086956521739131,20,151,0.13245033112582782,0.58675,0.8306,0.5475378378378378,0.22703783783783782,0.31931739130434783,0.35715217391304344,0.5080782608695652,1.0,similarity_score
LOADERS,Loaders,IO-WRL-005,"Responsible for setting up and maintaining a system or specific components of a system in adherence with organizational security policies and procedures. Includes hardware and software installation, configuration, and updates; user account management; backup and recovery management; and security control implementation.",IO,14,23,0.6086956521739131,16,151,0.10596026490066225,0.4944,0.6594,0.47399565217391304,0.2772826086956522,0.40866,0.3009391304347826,0.4855930434782609,0.9557445788906195,similarity_score
LOADERS,Loaders,DD-WRL-004,"Responsible for the secure design, development, and testing of systems and the evaluation of system security throughout the systems development life cycle.",DD,14,23,0.6086956521739131,14,151,0.09271523178807947,0.47096428571428567,0.608,0.4604826086956522,0.3429391304347826,0.4048357142857143,0.2866739130434782,0.4798869565217391,0.9445138544216057,similarity_score
LOADERS,Loaders,IN-WRL-002,"Responsible for identifying, collecting, examining, and preserving digital evidence using controlled and documented analytical and investigative techniques.",IN,13,23,0.5652173913043478,24,151,0.15894039735099338,0.5645230769230769,0.7219,0.5262238095238095,0.2376904761904762,0.2597307692307692,0.3190782608695652,0.4667617391304347,0.9186807920724297,similarity_score
LOADERS,Loaders,PD-WRL-001,Responsible for analyzing data collected from various cybersecurity defense tools to mitigate risks.,PD,13,23,0.5652173913043478,9,151,0.059602649006622516,0.5275307692307692,0.7527,0.5080294117647058,0.2737588235294118,0.37892000000000003,0.2981695652173913,0.4583982608695652,0.9022197881189136,similarity_score
LOADERS,Loaders,DD-WRL-002,"Responsible for developing and maintaining business, systems, and information processes to support enterprise mission needs. Develops technology rules and requirements that describe baseline and target architectures.",DD,12,23,0.5217391304347826,12,151,0.07947019867549669,0.4685333333333333,0.5512,0.4540571428571428,0.36942857142857144,0.4120153846153846,0.24445217391304347,0.4108243478260869,0.808584778106762,similarity_score
LOADERS,Loaders,IO-WRL-006,"Responsible for developing and analyzing the integration, testing, operations, and maintenance of systems security. Prepares, performs, and manages the security aspects of implementing and operating a system.",IO,11,23,0.4782608695652174,10,151,0.06622516556291391,0.47505454545454545,0.6438,0.46209333333333336,0.33431333333333335,0.39664,0.2272,0.37783652173913046,0.7436581149771518,similarity_score
LOADERS,Loaders,DD-WRL-001,"Responsible for ensuring that security requirements are adequately addressed in all aspects of enterprise architecture, including reference models, segment and solution architectures, and the resulting systems that protect and support organizational mission and business processes.",DD,10,23,0.43478260869565216,10,151,0.06622516556291391,0.46718000000000004,0.5512,0.4510764705882353,0.36476470588235294,0.40542999999999996,0.2031217391304348,0.3421182608695652,0.6733574081363707,similarity_score
LOADERS,Loaders,DD-WRL-003,"Responsible for developing, creating, modifying, and maintaining computer applications, software, or specialized utility programs.",DD,9,23,0.391304347826087,12,151,0.07947019867549669,0.47065555555555555,0.6322,0.45165909090909095,0.31774090909090913,0.40798,0.1841695652173913,0.3084504347826087,0.6070923685156344,similarity_score
LOADERS,Loaders,IO-WRL-007,Responsible for providing technical support to customers who need assistance utilizing client-level hardware and software in accordance with established or approved organizational policies and processes.,IO,9,23,0.391304347826087,9,151,0.059602649006622516,0.44884444444444443,0.5797,0.4548666666666667,0.2864083333333333,0.34750000000000003,0.17563478260869567,0.30503652173913043,0.600373102397782,similarity_score
LOADERS,Loaders,OG-WRL-014,"Responsible for managing the cybersecurity of a program, organization, system, or enclave.",OG,7,23,0.30434782608695654,6,151,0.039735099337748346,0.4651142857142857,0.6011,0.4651142857142857,0.3144428571428572,0.44582,0.14155652173913041,0.23923130434782608,0.4708552260007873,similarity_score
LOADERS,Loaders,PD-WRL-005,Responsible for identifying and assessing the capabilities and activities of cybersecurity insider threats; produces findings to help initialize and support law enforcement and counterintelligence activities and investigations.,PD,7,23,0.30434782608695654,8,151,0.052980132450331126,0.45611428571428575,0.5999,0.47386249999999996,0.2552625,0.34375,0.13881739130434784,0.23813565217391305,0.4686987626007634,similarity_score
LOADERS,Loaders,IO-WRL-004,"Responsible for planning, implementing, and operating network services and systems, including hardware and virtual environments.",IO,7,23,0.30434782608695654,7,151,0.046357615894039736,0.45284285714285716,0.6048,0.4511666666666667,0.2003222222222222,0.3399,0.1378217391304348,0.23773739130434784,0.4679149052696436,similarity_score
LOADERS,Loaders,OG-WRL-012,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness.",OG,7,23,0.30434782608695654,7,151,0.046357615894039736,0.45011428571428574,0.608,0.45180000000000003,0.37788888888888894,0.2667833333333333,0.1369913043478261,0.23740521739130435,0.4672611203340807,similarity_score
LOADERS,Loaders,DD-WRL-008,Responsible for conducting software and systems engineering and software systems research to develop new capabilities with fully integrated cybersecurity. Conducts comprehensive technology research to evaluate potential vulnerabilities in cyberspace systems.,DD,6,23,0.2608695652173913,4,151,0.026490066225165563,0.49146666666666666,0.6903,0.5069571428571429,0.2708714285714286,0.26445,0.1282086956521739,0.20780521739130434,0.40900237895565555,similarity_score
LOADERS,Loaders,DD-WRL-009,"Responsible for working within the engineering department to design and create systems, processes, and procedures that maintain the safety, reliability, controllability and security of industrial systems in the face of intentional and incidental cyber events. Interfaces with Chief Information Security Officer, plant managers and industrial cybersecurity technicians.",DD,6,23,0.2608695652173913,6,151,0.039735099337748346,0.47428333333333333,0.6033,0.46737777777777784,0.32337777777777776,0.41353999999999996,0.12372608695652174,0.20601217391304347,0.4054733094867275,similarity_score
