scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
LOADERS,Loaders,PD-WRL-001,Responsible for analyzing data collected from various cybersecurity defense tools to mitigate risks.,PD,20,23,0.8695652173913043,11,80,0.1375,0.43011499999999997,0.5437,0.4206478260869565,0.30945217391304347,0.347704,0.37401304347826086,0.671344347826087,1.0,similarity_score
LOADERS,Loaders,PD-WRL-002,Responsible for analyzing digital evidence from computer security incidents to derive useful information in support of system and network vulnerability mitigation.,PD,20,23,0.8695652173913043,13,80,0.1625,0.425245,0.512,0.41674594594594594,0.2696891891891892,0.28131666666666666,0.36977826086956517,0.6696504347826087,0.997476834281895,similarity_score
LOADERS,Loaders,IN-WRL-002,"Responsible for identifying, collecting, examining, and preserving digital evidence using controlled and documented analytical and investigative techniques.",IN,17,23,0.7391304347826086,12,80,0.15,0.42516470588235294,0.512,0.41393939393939394,0.2965424242424242,0.29042,0.3142521739130435,0.5691791304347825,0.8478199485522881,similarity_score
LOADERS,Loaders,OG-WRL-014,"Responsible for managing the cybersecurity of a program, organization, system, or enclave.",OG,16,23,0.6956521739130435,8,80,0.1,0.41285625,0.4905,0.408185,0.3727,0.4002230769230769,0.28720434782608695,0.5322730434782609,0.7928465402320587,similarity_score
LOADERS,Loaders,IN-WRL-001,"Responsible for investigating cyberspace intrusion incidents and crimes. Applies tactics, techniques, and procedures for a full range of investigative tools and processes and appropriately balances the benefits of prosecution versus intelligence gathering.",IN,13,23,0.5652173913043478,3,80,0.0375,0.43514615384615385,0.512,0.42812352941176474,0.3674,0.36364,0.2459521739130435,0.4375113043478261,0.6516943290943804,similarity_score
LOADERS,Loaders,PD-WRL-006,"Responsible for collecting, processing, analyzing, and disseminating cybersecurity threat assessments. Develops cybersecurity indicators to maintain awareness of the status of the highly dynamic operating environment.",PD,12,23,0.5217391304347826,4,80,0.05,0.433375,0.5482,0.4295928571428571,0.3507285714285714,0.37585,0.2261086956521739,0.4034869565217391,0.6010134111179903,similarity_score
LOADERS,Loaders,OG-WRL-012,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness.",OG,12,23,0.5217391304347826,8,80,0.1,0.4056166666666667,0.5114,0.388775,0.37564000000000003,0.3715166666666667,0.21162608695652174,0.39769391304347823,0.592384391603609,similarity_score
LOADERS,Loaders,OG-WRL-002,"Responsible for developing and maintaining cybersecurity plans, strategy, and policy to support and align with organizational cybersecurity initiatives and regulatory compliance.",OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
LOADERS,Loaders,OG-WRL-003,"Responsible for developing cybersecurity workforce plans, assessments, strategies, and guidance, including cybersecurity-related staff training, education, and hiring processes. Makes adjustments in response to or in anticipation of changes to cybersecurity-related policy, technology, and staffing needs and requirements.Authors mandated workforce planning strategies to maintain compliance with legislation, regulation, and policy.",OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
LOADERS,Loaders,OG-WRL-009,"Responsible for planning, estimating costs, budgeting, developing, implementing, and managing product support strategies in order to field and maintain the readiness and operational capability of systems and components.",OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
LOADERS,Loaders,OG-WRL-010,"Responsible for leading, coordinating, and the overall success of a defined program. Includes communicating about the program and ensuring alignment with agency or organizational priorities.",OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
LOADERS,Loaders,OG-WRL-011,"Responsible for overseeing and directly managing technology projects. Ensures cybersecurity is built into projects to protect the organization’s critical infrastructure and assets, reduce risk, and meet organizational goals. Tracks and communicates project status and demonstrates project value to the organization.",OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
LOADERS,Loaders,OG-WRL-015,Responsible for managing a portfolio of technology investments that align with the overall needs of mission and enterprise priorities.,OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
LOADERS,Loaders,OG-WRL-016,Responsible for conducting evaluations of technology programs or their individual components to determine compliance with published standards.,OG,10,23,0.43478260869565216,2,80,0.025,0.42695,0.5241,0.43120555555555556,0.40305555555555556,0.36245,0.18563043478260868,0.33512173913043475,0.49918010066757673,similarity_score
