scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
DATA_EXFILTRATION,Data Exfiltration,IN-WRL-002,"Responsible for identifying, collecting, examining, and preserving digital evidence using controlled and documented analytical and investigative techniques.",IN,13,15,0.8666666666666667,17,53,0.32075471698113206,0.5858769230769231,0.7368,0.5769460317460318,0.3375095238095238,0.2702760869565218,0.50776,0.723104,1.0,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IN-WRL-001,"Responsible for investigating cyberspace intrusion incidents and crimes. Applies tactics, techniques, and procedures for a full range of investigative tools and processes and appropriately balances the benefits of prosecution versus intelligence gathering.",IN,13,15,0.8666666666666667,5,53,0.09433962264150944,0.5618615384615384,0.6739,0.5747,0.3939727272727273,0.2384411764705882,0.48694666666666664,0.7147786666666667,0.9884866722721306,similarity_score
DATA_EXFILTRATION,Data Exfiltration,PD-WRL-002,Responsible for analyzing digital evidence from computer security incidents to derive useful information in support of system and network vulnerability mitigation.,PD,12,15,0.8,15,53,0.2830188679245283,0.5908416666666666,0.688,0.581995744680851,0.34884042553191486,0.2883,0.47267333333333333,0.6690693333333333,0.9252740039238246,similarity_score
DATA_EXFILTRATION,Data Exfiltration,DD-WRL-004,"Responsible for the secure design, development, and testing of systems and the evaluation of system security throughout the systems development life cycle.",DD,11,15,0.7333333333333333,4,53,0.07547169811320754,0.5416545454545454,0.6781,0.5487666666666667,0.3315966666666667,0.22440000000000002,0.3972133333333333,0.5988853333333333,0.8282146597630954,similarity_score
DATA_EXFILTRATION,Data Exfiltration,PD-WRL-005,Responsible for identifying and assessing the capabilities and activities of cybersecurity insider threats; produces findings to help initialize and support law enforcement and counterintelligence activities and investigations.,PD,9,15,0.6,4,53,0.07547169811320754,0.5780333333333334,0.6739,0.577615,0.40782999999999997,0.21181333333333333,0.34682,0.498728,0.6897043855379033,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IO-WRL-005,"Responsible for setting up and maintaining a system or specific components of a system in adherence with organizational security policies and procedures. Includes hardware and software installation, configuration, and updates; user account management; backup and recovery management; and security control implementation.",IO,7,15,0.4666666666666667,6,53,0.11320754716981132,0.4977142857142857,0.5747,0.51032,0.32503000000000004,0.28382,0.23226666666666668,0.37290666666666666,0.5157026743963063,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IO-WRL-002,"Responsible for administering databases and data management systems that allow for the secure storage, query, protection, and utilization of data.",IO,6,15,0.4,4,53,0.07547169811320754,0.4932,0.6033,0.502675,0.3217625,0.18761666666666668,0.19728,0.318912,0.4410319953976191,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IO-WRL-004,"Responsible for planning, implementing, and operating network services and systems, including hardware and virtual environments.",IO,5,15,0.3333333333333333,6,53,0.11320754716981132,0.49626000000000003,0.5361,0.5153333333333333,0.2797,0.22046666666666667,0.16542,0.26616799999999996,0.36809089702172854,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IO-WRL-006,"Responsible for developing and analyzing the integration, testing, operations, and maintenance of systems security. Prepares, performs, and manages the security aspects of implementing and operating a system.",IO,3,15,0.2,3,53,0.05660377358490566,0.4850666666666667,0.5678,0.52505,0.31465,0.1937,0.09701333333333334,0.15880533333333333,0.21961617323833546,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IO-WRL-001,"Responsible for analyzing data from multiple disparate sources to provide cybersecurity and privacy insight. Designs and implements custom algorithms, workflow processes, and layouts for complex, enterprise-scale data sets used for modeling, data mining, and research purposes.",IO,2,15,0.13333333333333333,2,53,0.03773584905660377,0.4736,0.4966,0.48295,0.3891,0.1504,0.06314666666666667,0.10525866666666667,0.14556504550751576,similarity_score
DATA_EXFILTRATION,Data Exfiltration,DD-WRL-001,"Responsible for ensuring that security requirements are adequately addressed in all aspects of enterprise architecture, including reference models, segment and solution architectures, and the resulting systems that protect and support organizational mission and business processes.",DD,2,15,0.13333333333333333,3,53,0.05660377358490566,0.47345,0.5023,0.49966666666666665,0.2913,0.24756666666666668,0.06312666666666666,0.10525066666666667,0.14555398209201814,similarity_score
DATA_EXFILTRATION,Data Exfiltration,DD-WRL-002,"Responsible for developing and maintaining business, systems, and information processes to support enterprise mission needs. Develops technology rules and requirements that describe baseline and target architectures.",DD,2,15,0.13333333333333333,3,53,0.05660377358490566,0.47345,0.5023,0.49966666666666665,0.2913,0.24756666666666668,0.06312666666666666,0.10525066666666667,0.14555398209201814,similarity_score
DATA_EXFILTRATION,Data Exfiltration,DD-WRL-007,"Responsible for planning, preparing, and executing system tests; evaluating test results against specifications and requirements; and reporting test results and findings.",DD,1,15,0.06666666666666667,1,53,0.018867924528301886,0.5671,0.5671,0.5982,0.2879,,0.03780666666666667,0.05512266666666667,0.07623062058385331,similarity_score
DATA_EXFILTRATION,Data Exfiltration,OG-WRL-012,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness.",OG,1,15,0.06666666666666667,1,53,0.018867924528301886,0.495,0.495,0.5292,0.1865,0.2647,0.033,0.053200000000000004,0.07357171305925567,similarity_score
DATA_EXFILTRATION,Data Exfiltration,PD-WRL-006,"Responsible for collecting, processing, analyzing, and disseminating cybersecurity threat assessments. Develops cybersecurity indicators to maintain awareness of the status of the highly dynamic operating environment.",PD,1,15,0.06666666666666667,1,53,0.018867924528301886,0.4846,0.4846,0.5187,0.1776,0.1218,0.032306666666666664,0.052922666666666666,0.0731881813220044,similarity_score
DATA_EXFILTRATION,Data Exfiltration,DD-WRL-009,"Responsible for working within the engineering department to design and create systems, processes, and procedures that maintain the safety, reliability, controllability and security of industrial systems in the face of intentional and incidental cyber events. Interfaces with Chief Information Security Officer, plant managers and industrial cybersecurity technicians.",DD,1,15,0.06666666666666667,2,53,0.03773584905660377,0.4803,0.4803,0.4712,0.2962,0.22799999999999998,0.03202,0.052808,0.07302960569987167,similarity_score
DATA_EXFILTRATION,Data Exfiltration,IO-WRL-007,Responsible for providing technical support to customers who need assistance utilizing client-level hardware and software in accordance with established or approved organizational policies and processes.,IO,1,15,0.06666666666666667,1,53,0.018867924528301886,0.4573,0.4573,0.4862,0.197,0.3037,0.030486666666666665,0.05219466666666667,0.07218141051171985,similarity_score
DATA_EXFILTRATION,Data Exfiltration,DD-WRL-008,Responsible for conducting software and systems engineering and software systems research to develop new capabilities with fully integrated cybersecurity. Conducts comprehensive technology research to evaluate potential vulnerabilities in cyberspace systems.,DD,1,15,0.06666666666666667,1,53,0.018867924528301886,0.4346,0.4346,0.4511,0.2861,0.1899,0.028973333333333334,0.051589333333333334,0.07134427873906567,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,PD-WRL-005,Responsible for identifying and assessing the capabilities and activities of cybersecurity insider threats; produces findings to help initialize and support law enforcement and counterintelligence activities and investigations.,PD,15,17,0.8823529411764706,18,82,0.21951219512195122,0.5797399999999999,0.7533,0.5859775510204082,0.48714897959183673,0.44845714285714283,0.511535294117647,0.7340258823529412,1.0,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-014,"Responsible for managing the cybersecurity of a program, organization, system, or enclave.",OG,14,17,0.8235294117647058,9,82,0.10975609756097561,0.56465,0.7245,0.5599818181818181,0.4431545454545454,0.4901681818181818,0.46500588235294116,0.68012,0.9265613329871362,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-003,"Responsible for developing cybersecurity workforce plans, assessments, strategies, and guidance, including cybersecurity-related staff training, education, and hiring processes. Makes adjustments in response to or in anticipation of changes to cybersecurity-related policy, technology, and staffing needs and requirements.Authors mandated workforce planning strategies to maintain compliance with legislation, regulation, and policy.",OG,14,17,0.8235294117647058,8,82,0.0975609756097561,0.5599285714285714,0.7201,0.5661409090909091,0.49614545454545456,0.4441909090909091,0.4611176470588236,0.678564705882353,0.9244424783867214,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-004,"Responsible for developing, planning, coordinating, and evaluating cybersecurity awareness, training, or education content, methods, and techniques based on instructional needs and requirements.",OG,13,17,0.7647058823529411,3,82,0.036585365853658534,0.5742076923076923,0.7201,0.5684875,0.42051875,0.43486875,0.4391,0.6344635294117646,0.8643612502844906,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-005,"Responsible for developing and conducting cybersecurity awareness, training, or education.",OG,13,17,0.7647058823529411,3,82,0.036585365853658534,0.5742076923076923,0.7201,0.5684875,0.42051875,0.43486875,0.4391,0.6344635294117646,0.8643612502844906,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-007,"Responsible for establishing vision and direction for an organization's cybersecurity operations and resources and their impact on digital and physical spaces. Possesses authority to make and execute decisions that impact an organization broadly, including policy approval and stakeholder engagement.",OG,12,17,0.7058823529411765,4,82,0.04878048780487805,0.6012833333333333,0.7245,0.61266,0.48758,0.46631,0.424435294117647,0.5933035294117647,0.8082869333025602,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-008,"Responsible for developing and overseeing an organization’s privacy compliance program and staff, including establishing and managing privacy-related governance, policy, and incident response needs.",OG,10,17,0.5882352941176471,17,82,0.2073170731707317,0.52886,0.6315,0.4941348837209303,0.3731,0.4360651162790698,0.3110941176470588,0.4773788235294118,0.6503569356425963,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-012,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness.",OG,9,17,0.5294117647058824,4,82,0.04878048780487805,0.6098444444444444,0.7201,0.6046785714285715,0.5343785714285715,0.4379142857142857,0.32285882352941175,0.4467905882352941,0.6086850599914733,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-013,"Responsible for operating an information system at an acceptable level of risk to organizational operations, organizational assets, individuals, other organizations, and the nation.",OG,8,17,0.47058823529411764,1,82,0.012195121951219513,0.6217,0.7201,0.6311375,0.5366,0.4299,0.29256470588235295,0.3993788235294118,0.5440936527322325,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-002,"Responsible for developing and maintaining cybersecurity plans, strategy, and policy to support and align with organizational cybersecurity initiatives and regulatory compliance.",OG,7,17,0.4117647058823529,4,82,0.04878048780487805,0.5701714285714286,0.637,0.5582875,0.5186875,0.4300625,0.2347764705882353,0.34096941176470585,0.4645196034119649,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-009,"Responsible for planning, estimating costs, budgeting, developing, implementing, and managing product support strategies in order to field and maintain the readiness and operational capability of systems and components.",OG,7,17,0.4117647058823529,3,82,0.036585365853658534,0.5627142857142857,0.637,0.5725333333333333,0.5483666666666667,0.4862555555555555,0.23170588235294118,0.3397411764705882,0.46284631732812753,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-010,"Responsible for leading, coordinating, and the overall success of a defined program. Includes communicating about the program and ensuring alignment with agency or organizational priorities.",OG,7,17,0.4117647058823529,3,82,0.036585365853658534,0.5627142857142857,0.637,0.5725333333333333,0.5483666666666667,0.4862555555555555,0.23170588235294118,0.3397411764705882,0.46284631732812753,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-011,"Responsible for overseeing and directly managing technology projects. Ensures cybersecurity is built into projects to protect the organization’s critical infrastructure and assets, reduce risk, and meet organizational goals. Tracks and communicates project status and demonstrates project value to the organization.",OG,7,17,0.4117647058823529,3,82,0.036585365853658534,0.5627142857142857,0.637,0.5725333333333333,0.5483666666666667,0.4862555555555555,0.23170588235294118,0.3397411764705882,0.46284631732812753,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-015,Responsible for managing a portfolio of technology investments that align with the overall needs of mission and enterprise priorities.,OG,6,17,0.35294117647058826,2,82,0.024390243902439025,0.5886833333333333,0.637,0.59295,0.568575,0.46357499999999996,0.2077705882352941,0.29487294117647056,0.40172008680572246,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,IN-WRL-001,"Responsible for investigating cyberspace intrusion incidents and crimes. Applies tactics, techniques, and procedures for a full range of investigative tools and processes and appropriately balances the benefits of prosecution versus intelligence gathering.",IN,6,17,0.35294117647058826,5,82,0.06097560975609756,0.5639666666666666,0.615,0.5631571428571428,0.5083428571428571,0.37565714285714286,0.1990470588235294,0.2913835294117647,0.3969662874525982,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-016,Responsible for conducting evaluations of technology programs or their individual components to determine compliance with published standards.,OG,5,17,0.29411764705882354,1,82,0.012195121951219513,0.60124,0.637,0.60396,0.5766,0.47214,0.17683529411764703,0.24720470588235294,0.33677927689679155,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,OG-WRL-017,"Responsible for developing cybersecurity supply chain risk management (C-SCRM) policies, processes, and procedures to identify, assess, protect against, and respond to cybersecurity risks throughout the supply chain, and for advising other stakeholders within an enterprise about supply chain risks.",OG,5,17,0.29411764705882354,3,82,0.036585365853658534,0.5516,0.6326,0.5602833333333334,0.43884999999999996,0.4811666666666667,0.16223529411764706,0.24136470588235295,0.32882315417632335,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,PD-WRL-006,"Responsible for collecting, processing, analyzing, and disseminating cybersecurity threat assessments. Develops cybersecurity indicators to maintain awareness of the status of the highly dynamic operating environment.",PD,5,17,0.29411764705882354,3,82,0.036585365853658534,0.54908,0.6806,0.5332166666666667,0.34075000000000005,0.3071,0.16149411764705882,0.24106823529411764,0.328419257535397,similarity_score
INFORMATION_MANIPULATION_AND_INTERFERENCE,Information Manipulation and Interference,PD-WRL-001,Responsible for analyzing data collected from various cybersecurity defense tools to mitigate risks.,PD,5,17,0.29411764705882354,7,82,0.08536585365853659,0.5352399999999999,0.6223,0.5340555555555555,0.4383555555555556,0.3657,0.15742352941176468,0.23944,0.32620103153919877,similarity_score
